,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
3400,Porto Xavier,4315107,Rio Grande do Sul,121,0.00138,0
3401,Pouso Novo,4315131,Rio Grande do Sul,35,0.0004,0
3402,Putinga,4315206,Rio Grande do Sul,96,0.00109,0
3403,Quinze de Novembro,4315354,Rio Grande do Sul,57,0.00065,0
3404,Redentora,4315404,Rio Grande do Sul,73,0.00083,0
3405,Relvado,4315453,Rio Grande do Sul,26,0.0003,0
3406,Rio Grande,4315602,Rio Grande do Sul,1351,0.01539,0
3407,Rio Pardo,4315701,Rio Grande do Sul,10,0.00011,0
3408,Riozinho,4315750,Rio Grande do Sul,1,1e-05,0
3409,Roca Sales,4315800,Rio Grande do Sul,10,0.00011,0
3410,Rodeio Bonito,4315909,Rio Grande do Sul,396,0.00451,0
3411,Rolador,4315958,Rio Grande do Sul,2,2e-05,0
3412,Rolante,4316006,Rio Grande do Sul,10,0.00011,0
3413,Ronda Alta,4316105,Rio Grande do Sul,1901,0.02165,0
3414,Rondinha,4316204,Rio Grande do Sul,221,0.00252,0
3415,Roque Gonzales,4316303,Rio Grande do Sul,2,2e-05,0
3416,Rosário do Sul,4316402,Rio Grande do Sul,18,0.00021,0
3417,Sagrada Família,4316428,Rio Grande do Sul,26,0.0003,0
3418,Saldanha Marinho,4316436,Rio Grande do Sul,39,0.00044,0
3419,Salto do Jacuí,4316451,Rio Grande do Sul,90,0.00103,0
3420,Salvador do Sul,4316501,Rio Grande do Sul,7,8e-05,0
3421,Sananduva,4316600,Rio Grande do Sul,1061,0.01208,0
3422,Santa Bárbara do Sul,4316709,Rio Grande do Sul,1161,0.01322,0
3423,Santa Cruz do Sul,4316808,Rio Grande do Sul,7866,0.08959,0
3424,Santa Maria,4316907,Rio Grande do Sul,32403,0.36905,1
3425,Santana da Boa Vista,4317004,Rio Grande do Sul,11,0.00013,0
3426,Sant'Ana do Livramento,4317103,Rio Grande do Sul,401,0.00457,0
3427,Santa Rosa,4317202,Rio Grande do Sul,10282,0.11711,0
3428,Santa Vitória do Palmar,4317301,Rio Grande do Sul,50,0.00057,0
3429,Santiago,4317400,Rio Grande do Sul,3218,0.03665,0
3430,Santo Ângelo,4317509,Rio Grande do Sul,7407,0.08436,0
3431,Santo Antônio da Patrulha,4317608,Rio Grande do Sul,1457,0.01659,0
3432,Santo Antônio das Missões,4317707,Rio Grande do Sul,1408,0.01604,0
3433,Santo Antônio do Planalto,4317756,Rio Grande do Sul,3,3e-05,0
3434,Santo Augusto,4317806,Rio Grande do Sul,152,0.00173,0
3435,São Borja,4318002,Rio Grande do Sul,128,0.00146,0
3436,São Domingos do Sul,4318051,Rio Grande do Sul,153,0.00174,0
3437,São Francisco de Assis,4318101,Rio Grande do Sul,13,0.00015,0
3438,São Francisco de Paula,4318200,Rio Grande do Sul,149,0.0017,0
3439,São Gabriel,4318309,Rio Grande do Sul,29,0.00033,0
3440,São Jerônimo,4318408,Rio Grande do Sul,4,5e-05,0
3441,São João da Urtiga,4318424,Rio Grande do Sul,210,0.00239,0
3442,São João do Polêsine,4318432,Rio Grande do Sul,68,0.00077,0
3443,São Jorge,4318440,Rio Grande do Sul,12,0.00014,0
3444,São José do Herval,4318465,Rio Grande do Sul,2,2e-05,0
3445,São José do Norte,4318507,Rio Grande do Sul,7,8e-05,0
3446,São José do Ouro,4318606,Rio Grande do Sul,492,0.0056,0
3447,São José dos Ausentes,4318622,Rio Grande do Sul,82,0.00093,0
3448,São Leopoldo,4318705,Rio Grande do Sul,25994,0.29606,0
3449,São Lourenço do Sul,4318804,Rio Grande do Sul,41,0.00047,0
3450,São Luiz Gonzaga,4318903,Rio Grande do Sul,2954,0.03364,0
3451,São Martinho,4319109,Rio Grande do Sul,1,1e-05,0
3452,São Miguel das Missões,4319158,Rio Grande do Sul,140,0.00159,0
3453,São Nicolau,4319208,Rio Grande do Sul,2,2e-05,0
3454,São Paulo das Missões,4319307,Rio Grande do Sul,28,0.00032,0
3455,São Pedro do Butiá,4319372,Rio Grande do Sul,1,1e-05,0
3456,São Pedro do Sul,4319406,Rio Grande do Sul,4751,0.05411,0
3457,São Sebastião do Caí,4319505,Rio Grande do Sul,1596,0.01818,0
3458,São Sepé,4319604,Rio Grande do Sul,199,0.00227,0
3459,São Valentim,4319703,Rio Grande do Sul,4,5e-05,0
3460,São Vicente do Sul,4319802,Rio Grande do Sul,69,0.00079,0
3461,Sapiranga,4319901,Rio Grande do Sul,76,0.00087,0
3462,Sarandi,4320107,Rio Grande do Sul,2795,0.03183,0
3463,Seberi,4320206,Rio Grande do Sul,712,0.00811,0
3464,Segredo,4320263,Rio Grande do Sul,7,8e-05,0
3465,Selbach,4320305,Rio Grande do Sul,1,1e-05,0
3466,Serafina Corrêa,4320404,Rio Grande do Sul,1430,0.01629,0
3467,Sertão,4320503,Rio Grande do Sul,8,9e-05,0
3468,Sobradinho,4320701,Rio Grande do Sul,876,0.00998,0
3469,Soledade,4320800,Rio Grande do Sul,9555,0.10883,0
3470,Tabaí,4320859,Rio Grande do Sul,131,0.00149,0
3471,Tapejara,4320909,Rio Grande do Sul,1286,0.01465,0
3472,Tapera,4321006,Rio Grande do Sul,1041,0.01186,0
3473,Tapes,4321105,Rio Grande do Sul,73,0.00083,0
3474,Taquara,4321204,Rio Grande do Sul,286,0.00326,0
3475,Taquari,4321303,Rio Grande do Sul,76,0.00087,0
3476,Tavares,4321352,Rio Grande do Sul,3,3e-05,0
3477,Tenente Portela,4321402,Rio Grande do Sul,1573,0.01792,0
3478,Terra de Areia,4321436,Rio Grande do Sul,219,0.00249,0
3479,Teutônia,4321451,Rio Grande do Sul,648,0.00738,0
3480,Tio Hugo,4321469,Rio Grande do Sul,23,0.00026,0
3481,Toropi,4321493,Rio Grande do Sul,101,0.00115,0
3482,Torres,4321501,Rio Grande do Sul,984,0.01121,0
3483,Tramandaí,4321600,Rio Grande do Sul,141,0.00161,0
3484,Três Cachoeiras,4321667,Rio Grande do Sul,81,0.00092,0
3485,Três Coroas,4321709,Rio Grande do Sul,1,1e-05,0
3486,Três de Maio,4321808,Rio Grande do Sul,8,9e-05,0
3487,Três Palmeiras,4321857,Rio Grande do Sul,3562,0.04057,0
3488,Três Passos,4321907,Rio Grande do Sul,2275,0.02591,0
3489,Trindade do Sul,4321956,Rio Grande do Sul,68,0.00077,0
3490,Tucunduva,4322103,Rio Grande do Sul,1654,0.01884,0
3491,Tupanciretã,4322202,Rio Grande do Sul,6,7e-05,0
3492,Tuparendi,4322301,Rio Grande do Sul,40,0.00046,0
3493,Unistalda,4322376,Rio Grande do Sul,138,0.00157,0
3494,Uruguaiana,4322400,Rio Grande do Sul,1563,0.0178,1
3495,Vacaria,4322509,Rio Grande do Sul,2363,0.02691,0
3496,Vale Verde,4322525,Rio Grande do Sul,1,1e-05,0
3497,Vale do Sol,4322533,Rio Grande do Sul,1,1e-05,0
3498,Vanini,4322558,Rio Grande do Sul,7,8e-05,0
3499,Venâncio Aires,4322608,Rio Grande do Sul,1300,0.01481,0
3500,Vera Cruz,4322707,Rio Grande do Sul,238,0.00271,0
3501,Veranópolis,4322806,Rio Grande do Sul,600,0.00683,0
3502,Vespasiano Corrêa,4322855,Rio Grande do Sul,6,7e-05,0
3503,Viadutos,4322905,Rio Grande do Sul,46,0.00052,0
3504,Viamão,4323002,Rio Grande do Sul,2,2e-05,0
3505,Victor Graeff,4323200,Rio Grande do Sul,1,1e-05,0
3506,Vila Flores,4323309,Rio Grande do Sul,459,0.00523,0
3507,Vila Maria,4323408,Rio Grande do Sul,375,0.00427,0
3508,Vila Nova do Sul,4323457,Rio Grande do Sul,25,0.00028,0
3509,Vista Alegre,4323507,Rio Grande do Sul,16,0.00018,0
3510,Vista Gaúcha,4323705,Rio Grande do Sul,2,2e-05,0
3511,Vitória das Missões,4323754,Rio Grande do Sul,3,3e-05,0
3512,Westfália,4323770,Rio Grande do Sul,6,7e-05,0
3513,Água Clara,5000203,Mato Grosso do Sul,405,0.00461,0
3514,Alcinópolis,5000252,Mato Grosso do Sul,588,0.0067,0
3515,Amambai,5000609,Mato Grosso do Sul,1034,0.01178,0
3516,Anastácio,5000708,Mato Grosso do Sul,1369,0.01559,0
3517,Anaurilândia,5000807,Mato Grosso do Sul,242,0.00276,0
3518,Antônio João,5000906,Mato Grosso do Sul,7,8e-05,0
3519,Aparecida do Taboado,5001003,Mato Grosso do Sul,1238,0.0141,0
3520,Aquidauana,5001102,Mato Grosso do Sul,93,0.00106,0
3521,Bandeirantes,5001508,Mato Grosso do Sul,2631,0.02997,0
3522,Bataguassu,5001904,Mato Grosso do Sul,4636,0.0528,0
3523,Batayporã,5002001,Mato Grosso do Sul,141,0.00161,0
3524,Bela Vista,5002100,Mato Grosso do Sul,807,0.00919,0
3525,Bodoquena,5002159,Mato Grosso do Sul,27,0.00031,0
3526,Bonito,5002209,Mato Grosso do Sul,115,0.00131,0
3527,Caarapó,5002407,Mato Grosso do Sul,601,0.00685,0
3528,Camapuã,5002605,Mato Grosso do Sul,569,0.00648,0
3529,Campo Grande,5002704,Mato Grosso do Sul,52955,0.60313,1
3530,Cassilândia,5002902,Mato Grosso do Sul,361,0.00411,0
3531,Chapadão do Sul,5002951,Mato Grosso do Sul,363,0.00413,0
3532,Corguinho,5003108,Mato Grosso do Sul,313,0.00356,0
3533,Coronel Sapucaia,5003157,Mato Grosso do Sul,1,1e-05,0
3534,Corumbá,5003207,Mato Grosso do Sul,196,0.00223,1
3535,Costa Rica,5003256,Mato Grosso do Sul,389,0.00443,0
3536,Coxim,5003306,Mato Grosso do Sul,1254,0.01428,1
3537,Deodápolis,5003454,Mato Grosso do Sul,970,0.01105,0
3538,Dourados,5003702,Mato Grosso do Sul,11265,0.1283,1
3539,Eldorado,5003751,Mato Grosso do Sul,1975,0.02249,0
3540,Fátima do Sul,5003801,Mato Grosso do Sul,183,0.00208,0
3541,Figueirão,5003900,Mato Grosso do Sul,43,0.00049,0
3542,Glória de Dourados,5004007,Mato Grosso do Sul,24,0.00027,0
3543,Guia Lopes da Laguna,5004106,Mato Grosso do Sul,112,0.00128,0
3544,Iguatemi,5004304,Mato Grosso do Sul,312,0.00355,0
3545,Itaquiraí,5004601,Mato Grosso do Sul,915,0.01042,0
3546,Ivinhema,5004700,Mato Grosso do Sul,1973,0.02247,0
3547,Jaraguari,5004908,Mato Grosso do Sul,137,0.00156,0
3548,Jardim,5005004,Mato Grosso do Sul,25,0.00028,0
3549,Juti,5005152,Mato Grosso do Sul,90,0.00103,0
3550,Maracaju,5005400,Mato Grosso do Sul,594,0.00677,0
3551,Miranda,5005608,Mato Grosso do Sul,61,0.00069,0
3552,Mundo Novo,5005681,Mato Grosso do Sul,3026,0.03446,0
3553,Naviraí,5005707,Mato Grosso do Sul,1972,0.02246,1
3554,Nioaque,5005806,Mato Grosso do Sul,8,9e-05,0
3555,Nova Alvorada do Sul,5006002,Mato Grosso do Sul,1664,0.01895,0
3556,Nova Andradina,5006200,Mato Grosso do Sul,1947,0.02218,0
3557,Paranaíba,5006309,Mato Grosso do Sul,1442,0.01642,0
3558,Pedro Gomes,5006408,Mato Grosso do Sul,3,3e-05,0
3559,Ponta Porã,5006606,Mato Grosso do Sul,3832,0.04364,1
3560,Ribas do Rio Pardo,5007109,Mato Grosso do Sul,168,0.00191,0
3561,Rio Brilhante,5007208,Mato Grosso do Sul,304,0.00346,0
3562,Rio Negro,5007307,Mato Grosso do Sul,201,0.00229,0
3563,Rio Verde de Mato Grosso,5007406,Mato Grosso do Sul,69,0.00079,0
3564,São Gabriel do Oeste,5007695,Mato Grosso do Sul,957,0.0109,0
3565,Sidrolândia,5007901,Mato Grosso do Sul,874,0.00995,0
3566,Sonora,5007935,Mato Grosso do Sul,61,0.00069,0
3567,Tacuru,5007950,Mato Grosso do Sul,29,0.00033,0
3568,Três Lagoas,5008305,Mato Grosso do Sul,2543,0.02896,1
3569,Vicentina,5008404,Mato Grosso do Sul,9,0.0001,0
3570,Água Boa,5100201,Mato Grosso,1944,0.02214,0
3571,Alta Floresta,5100250,Mato Grosso,6718,0.07651,0
3572,Alto Araguaia,5100300,Mato Grosso,3001,0.03418,0
3573,Alto Boa Vista,5100359,Mato Grosso,635,0.00723,0
3574,Alto Garças,5100409,Mato Grosso,456,0.00519,0
3575,Alto Paraguai,5100508,Mato Grosso,794,0.00904,0
3576,Apiacás,5100805,Mato Grosso,317,0.00361,0
3577,Araguainha,5101209,Mato Grosso,977,0.01113,0
3578,Araputanga,5101258,Mato Grosso,702,0.008,0
3579,Arenápolis,5101308,Mato Grosso,497,0.00566,0
3580,Aripuanã,5101407,Mato Grosso,1076,0.01226,0
3581,Barra do Bugres,5101704,Mato Grosso,1352,0.0154,0
3582,Barra do Garças,5101803,Mato Grosso,15102,0.172,0
3583,Bom Jesus do Araguaia,5101852,Mato Grosso,1406,0.01601,0
3584,Brasnorte,5101902,Mato Grosso,9,0.0001,0
3585,Cáceres,5102504,Mato Grosso,12268,0.13973,0
3586,Campinápolis,5102603,Mato Grosso,7,8e-05,0
3587,Campo Novo do Parecis,5102637,Mato Grosso,521,0.00593,0
3588,Campo Verde,5102678,Mato Grosso,5274,0.06007,0
3589,Campos de Júlio,5102686,Mato Grosso,666,0.00759,0
3590,Canabrava do Norte,5102694,Mato Grosso,1,1e-05,0
3591,Canarana,5102702,Mato Grosso,917,0.01044,0
3592,Carlinda,5102793,Mato Grosso,40,0.00046,0
3593,Castanheira,5102850,Mato Grosso,1164,0.01326,0
3594,Chapada dos Guimarães,5103007,Mato Grosso,143,0.00163,0
3595,Cláudia,5103056,Mato Grosso,1032,0.01175,0
3596,Cocalinho,5103106,Mato Grosso,444,0.00506,0
3597,Colíder,5103205,Mato Grosso,373,0.00425,0
3598,Colniza,5103254,Mato Grosso,4,5e-05,0
3599,Comodoro,5103304,Mato Grosso,1363,0.01552,0
3600,Confresa,5103353,Mato Grosso,2967,0.03379,0
3601,Conquista D'Oeste,5103361,Mato Grosso,21,0.00024,0
3602,Cuiabá,5103403,Mato Grosso,58105,0.66178,1
3603,Curvelândia,5103437,Mato Grosso,590,0.00672,0
3604,Denise,5103452,Mato Grosso,10,0.00011,0
3605,Diamantino,5103502,Mato Grosso,450,0.00513,0
3606,Dom Aquino,5103601,Mato Grosso,112,0.00128,0
3607,Feliz Natal,5103700,Mato Grosso,255,0.0029,0
3608,Figueirópolis D'Oeste,5103809,Mato Grosso,5,6e-05,0
3609,General Carneiro,5103908,Mato Grosso,805,0.00917,0
3610,Guarantã do Norte,5104104,Mato Grosso,1871,0.02131,0
3611,Guiratinga,5104203,Mato Grosso,1403,0.01598,0
3612,Indiavaí,5104500,Mato Grosso,7,8e-05,0
3613,Itanhangá,5104542,Mato Grosso,447,0.00509,0
3614,Itaúba,5104559,Mato Grosso,224,0.00255,0
3615,Jaciara,5104807,Mato Grosso,2053,0.02338,0
3616,Jangada,5104906,Mato Grosso,1205,0.01372,0
3617,Jauru,5105002,Mato Grosso,534,0.00608,0
3618,Juara,5105101,Mato Grosso,426,0.00485,0
3619,Juína,5105150,Mato Grosso,877,0.00999,0
3620,Juruena,5105176,Mato Grosso,192,0.00219,0
3621,Juscimeira,5105200,Mato Grosso,448,0.0051,0
3622,Lambari D'Oeste,5105234,Mato Grosso,108,0.00123,0
3623,Lucas do Rio Verde,5105259,Mato Grosso,1624,0.0185,0
3624,Marcelândia,5105580,Mato Grosso,17,0.00019,0
3625,Matupá,5105606,Mato Grosso,759,0.00864,0
3626,Mirassol d'Oeste,5105622,Mato Grosso,1109,0.01263,0
3627,Nobres,5105903,Mato Grosso,1547,0.01762,0
3628,Nortelândia,5106000,Mato Grosso,91,0.00104,0
3629,Nossa Senhora do Livramento,5106109,Mato Grosso,67,0.00076,0
3630,Nova Bandeirantes,5106158,Mato Grosso,42,0.00048,0
3631,Nova Nazaré,5106174,Mato Grosso,18,0.00021,0
3632,Nova Lacerda,5106182,Mato Grosso,44,0.0005,0
3633,Nova Santa Helena,5106190,Mato Grosso,1127,0.01284,0
3634,Nova Brasilândia,5106208,Mato Grosso,114,0.0013,0
3635,Nova Canaã do Norte,5106216,Mato Grosso,11,0.00013,0
3636,Nova Mutum,5106224,Mato Grosso,2662,0.03032,0
3637,Nova Olímpia,5106232,Mato Grosso,321,0.00366,0
3638,Nova Xavantina,5106257,Mato Grosso,782,0.00891,0
3639,Novo Horizonte do Norte,5106273,Mato Grosso,37,0.00042,0
3640,Novo São Joaquim,5106281,Mato Grosso,462,0.00526,0
3641,Paranatinga,5106307,Mato Grosso,89,0.00101,0
3642,Peixoto de Azevedo,5106422,Mato Grosso,484,0.00551,0
3643,Planalto da Serra,5106455,Mato Grosso,114,0.0013,0
3644,Poconé,5106505,Mato Grosso,67,0.00076,0
3645,Ponte Branca,5106703,Mato Grosso,311,0.00354,0
3646,Pontes e Lacerda,5106752,Mato Grosso,6295,0.0717,0
3647,Porto Alegre do Norte,5106778,Mato Grosso,80,0.00091,0
3648,Porto dos Gaúchos,5106802,Mato Grosso,14,0.00016,0
3649,Poxoréu,5107008,Mato Grosso,6,7e-05,0
3650,Primavera do Leste,5107040,Mato Grosso,2624,0.02989,0
3651,Querência,5107065,Mato Grosso,18,0.00021,0
3652,São José dos Quatro Marcos,5107107,Mato Grosso,29,0.00033,0
3653,Ribeirão Cascalheira,5107180,Mato Grosso,1352,0.0154,0
3654,Ribeirãozinho,5107198,Mato Grosso,77,0.00088,0
3655,Rio Branco,5107206,Mato Grosso,50,0.00057,0
3656,Santo Afonso,5107263,Mato Grosso,2,2e-05,0
3657,São José do Rio Claro,5107305,Mato Grosso,57,0.00065,0
3658,Rondonópolis,5107602,Mato Grosso,15766,0.17957,0
3659,Rosário Oeste,5107701,Mato Grosso,1442,0.01642,0
3660,Salto do Céu,5107750,Mato Grosso,42,0.00048,0
3661,São Félix do Araguaia,5107859,Mato Grosso,1408,0.01604,0
3662,Sapezal,5107875,Mato Grosso,315,0.00359,0
3663,Serra Nova Dourada,5107883,Mato Grosso,603,0.00687,0
3664,Sinop,5107909,Mato Grosso,16379,0.18655,0
3665,Sorriso,5107925,Mato Grosso,4286,0.04882,0
3666,Tangará da Serra,5107958,Mato Grosso,1214,0.01383,0
3667,Tapurah,5108006,Mato Grosso,6,7e-05,0
3668,Terra Nova do Norte,5108055,Mato Grosso,16,0.00018,0
3669,Torixoréu,5108204,Mato Grosso,745,0.00849,0
3670,União do Sul,5108303,Mato Grosso,1,1e-05,0
3671,Várzea Grande,5108402,Mato Grosso,9627,0.10965,0
3672,Vera,5108501,Mato Grosso,29,0.00033,0
3673,Vila Rica,5108600,Mato Grosso,1199,0.01366,0
3674,Nova Marilândia,5108857,Mato Grosso,60,0.00068,0
3675,Nova Monte Verde,5108956,Mato Grosso,5,6e-05,0
3676,Abadia de Goiás,5200050,Goiás,2,2e-05,0
3677,Abadiânia,5200100,Goiás,2,2e-05,0
3678,Acreúna,5200134,Goiás,901,0.01026,0
3679,Adelândia,5200159,Goiás,8,9e-05,0
3680,Água Fria de Goiás,5200175,Goiás,8,9e-05,0
3681,Água Limpa,5200209,Goiás,5,6e-05,0
3682,Alexânia,5200308,Goiás,347,0.00395,0
3683,Alto Horizonte,5200555,Goiás,215,0.00245,0
3684,Alto Paraíso de Goiás,5200605,Goiás,216,0.00246,0
3685,Alvorada do Norte,5200803,Goiás,2474,0.02818,0
3686,Amorinópolis,5200902,Goiás,526,0.00599,0
3687,Anápolis,5201108,Goiás,37090,0.42244,1
3688,Anhanguera,5201207,Goiás,160,0.00182,0
3689,Anicuns,5201306,Goiás,1920,0.02187,0
3690,Aparecida de Goiânia,5201405,Goiás,2843,0.03238,1
3691,Aparecida do Rio Doce,5201454,Goiás,16,0.00018,0
3692,Araçu,5201603,Goiás,203,0.00231,0
3693,Aragarças,5201702,Goiás,3343,0.03807,0
3694,Araguapaz,5202155,Goiás,214,0.00244,0
3695,Arenópolis,5202353,Goiás,88,0.001,0
3696,Aruanã,5202502,Goiás,32,0.00036,0
3697,Aurilândia,5202601,Goiás,1104,0.01257,0
3698,Barro Alto,5203203,Goiás,161,0.00183,0
3699,Bela Vista de Goiás,5203302,Goiás,655,0.00746,0
3700,Bom Jardim de Goiás,5203401,Goiás,1458,0.01661,0
3701,Bom Jesus de Goiás,5203500,Goiás,1003,0.01142,0
3702,Bonfinópolis,5203559,Goiás,399,0.00454,0
3703,Britânia,5203807,Goiás,79,0.0009,0
3704,Buriti de Goiás,5203939,Goiás,71,0.00081,0
3705,Cabeceiras,5204003,Goiás,3,3e-05,0
3706,Cachoeira Alta,5204102,Goiás,204,0.00232,0
3707,Cachoeira de Goiás,5204201,Goiás,634,0.00722,0
3708,Cachoeira Dourada,5204250,Goiás,15,0.00017,0
3709,Caçu,5204300,Goiás,691,0.00787,0
3710,Caiapônia,5204409,Goiás,560,0.00638,0
3711,Caldas Novas,5204508,Goiás,4754,0.05415,1
3712,Campestre de Goiás,5204607,Goiás,96,0.00109,0
3713,Campinaçu,5204656,Goiás,20,0.00023,0
3714,Campinorte,5204706,Goiás,1591,0.01812,0
3715,Campo Limpo de Goiás,5204854,Goiás,179,0.00204,0
3716,Campos Belos,5204904,Goiás,69,0.00079,1
3717,Campos Verdes,5204953,Goiás,8,9e-05,0
3718,Carmo do Rio Verde,5205000,Goiás,32,0.00036,0
3719,Castelândia,5205059,Goiás,9,0.0001,0
3720,Catalão,5205109,Goiás,12191,0.13885,0
3721,Caturaí,5205208,Goiás,165,0.00188,0
3722,Ceres,5205406,Goiás,3990,0.04544,0
3723,Cezarina,5205455,Goiás,1260,0.01435,0
3724,Chapadão do Céu,5205471,Goiás,75,0.00085,0
3725,Cocalzinho de Goiás,5205513,Goiás,490,0.00558,0
3726,Corumbaíba,5205901,Goiás,293,0.00334,0
3727,Cristalina,5206206,Goiás,856,0.00975,0
3728,Cristianópolis,5206305,Goiás,4,5e-05,0
3729,Crixás,5206404,Goiás,1607,0.0183,0
3730,Cromínia,5206503,Goiás,1066,0.01214,0
3731,Cumari,5206602,Goiás,86,0.00098,0
3732,Damianópolis,5206701,Goiás,212,0.00241,0
3733,Doverlândia,5207253,Goiás,63,0.00072,0
3734,Edealina,5207352,Goiás,2211,0.02518,0
3735,Edéia,5207402,Goiás,304,0.00346,0
3736,Estrela do Norte,5207501,Goiás,174,0.00198,0
3737,Faina,5207535,Goiás,60,0.00068,0
3738,Fazenda Nova,5207600,Goiás,11,0.00013,0
3739,Firminópolis,5207808,Goiás,846,0.00964,0
3740,Flores de Goiás,5207907,Goiás,89,0.00101,0
3741,Formosa,5208004,Goiás,14804,0.16861,0
3742,Formoso,5208103,Goiás,42,0.00048,0
3743,Divinópolis de Goiás,5208301,Goiás,85,0.00097,0
3744,Goiandira,5208509,Goiás,136,0.00155,0
3745,Goianésia,5208608,Goiás,1101,0.01254,1
3746,Goiânia,5208707,Goiás,204193,2.32565,1
3747,Goianira,5208806,Goiás,1401,0.01596,0
3748,Goiás,5208905,Goiás,666,0.00759,1
3749,Goiatuba,5209101,Goiás,2735,0.03115,0
3750,Gouvelândia,5209150,Goiás,21,0.00024,0
3751,Guapó,5209200,Goiás,284,0.00323,0
3752,Heitoraí,5209606,Goiás,41,0.00047,0
3753,Iaciara,5209903,Goiás,217,0.00247,0
3754,Inaciolândia,5209937,Goiás,3,3e-05,0
3755,Indiara,5209952,Goiás,264,0.00301,0
3756,Inhumas,5210000,Goiás,3735,0.04254,0
3757,Ipameri,5210109,Goiás,117,0.00133,0
3758,Ipiranga de Goiás,5210158,Goiás,25,0.00028,0
3759,Iporá,5210208,Goiás,3993,0.04548,1
3760,Israelândia,5210307,Goiás,208,0.00237,0
3761,Itaberaí,5210406,Goiás,255,0.0029,0
3762,Itaguari,5210562,Goiás,46,0.00052,0
3763,Itajá,5210802,Goiás,1003,0.01142,0
3764,Itapaci,5210901,Goiás,573,0.00653,0
3765,Itapirapuã,5211008,Goiás,95,0.00108,0
3766,Itapuranga,5211206,Goiás,237,0.0027,0
3767,Itarumã,5211305,Goiás,36,0.00041,0
3768,Itauçu,5211404,Goiás,161,0.00183,0
3769,Itumbiara,5211503,Goiás,11157,0.12707,1
3770,Ivolândia,5211602,Goiás,974,0.01109,0
3771,Jandaia,5211701,Goiás,1,1e-05,0
3772,Jaraguá,5211800,Goiás,1013,0.01154,0
3773,Jataí,5211909,Goiás,3755,0.04277,0
3774,Joviânia,5212105,Goiás,12,0.00014,0
3775,Jussara,5212204,Goiás,155,0.00177,0
3776,Leopoldo de Bulhões,5212303,Goiás,14,0.00016,0
3777,Luziânia,5212501,Goiás,80,0.00091,1
3778,Mairipotaba,5212600,Goiás,1066,0.01214,0
3779,Mambaí,5212709,Goiás,81,0.00092,0
3780,Mara Rosa,5212808,Goiás,35,0.0004,0
3781,Marzagão,5212907,Goiás,262,0.00298,0
3782,Maurilândia,5213004,Goiás,292,0.00333,0
3783,Minaçu,5213087,Goiás,1349,0.01536,0
3784,Mineiros,5213103,Goiás,1895,0.02158,1
3785,Moiporá,5213400,Goiás,14,0.00016,0
3786,Monte Alegre de Goiás,5213509,Goiás,59,0.00067,0
3787,Montes Claros de Goiás,5213707,Goiás,580,0.00661,0
3788,Montividiu,5213756,Goiás,31,0.00035,0
3789,Montividiu do Norte,5213772,Goiás,50,0.00057,0
3790,Morrinhos,5213806,Goiás,207,0.00236,0
3791,Mozarlândia,5214002,Goiás,7,8e-05,0
3792,Nazário,5214408,Goiás,252,0.00287,0
3793,Nerópolis,5214507,Goiás,91,0.00104,0
3794,Niquelândia,5214606,Goiás,222,0.00253,0
3795,Nova Crixás,5214838,Goiás,11,0.00013,0
3796,Nova Glória,5214861,Goiás,88,0.001,0
3797,Nova Iguaçu de Goiás,5214879,Goiás,11,0.00013,0
3798,Nova Veneza,5215009,Goiás,72,0.00082,0
3799,Novo Brasil,5215207,Goiás,31,0.00035,0
3800,Orizona,5215306,Goiás,162,0.00185,0
3801,Ouro Verde de Goiás,5215405,Goiás,11,0.00013,0
3802,Ouvidor,5215504,Goiás,97,0.0011,0
3803,Padre Bernardo,5215603,Goiás,657,0.00748,0
3804,Palestina de Goiás,5215652,Goiás,26,0.0003,0
3805,Palmeiras de Goiás,5215702,Goiás,226,0.00257,0
3806,Paranaiguara,5216304,Goiás,430,0.0049,0
3807,Paraúna,5216403,Goiás,597,0.0068,0
3808,Petrolina de Goiás,5216809,Goiás,169,0.00192,0
3809,Pilar de Goiás,5216908,Goiás,19,0.00022,0
3810,Piracanjuba,5217104,Goiás,96,0.00109,0
3811,Piranhas,5217203,Goiás,944,0.01075,0
3812,Pires do Rio,5217401,Goiás,293,0.00334,0
3813,Planaltina,5217609,Goiás,497,0.00566,1
3814,Pontalina,5217708,Goiás,127,0.00145,0
3815,Porangatu,5218003,Goiás,9943,0.11325,1
3816,Posse,5218300,Goiás,2842,0.03237,1
3817,Professor Jamil,5218391,Goiás,84,0.00096,0
